tid,song_hotttnesss,end_of_fade_in,mode,time_signature,bars_start,key,start_of_fade_out,year,duration,loudness,tempo,title,artist_name
TRAGYDZ12903D0957F,nan,0.0,1,3,[1.55654 2.97805 4.4067 5.77584 7.37129 8.82293 10.25114 11.67935 13.10695 14.53386 15.96845 17.40106 18.82721 20.24754 21.66888 23.0971 24.52531 25.95353 27.38174 28.80996 30.23817 31.66638 33.0946 34.52705 35.90807 37.30695 38.71773 40.14637 41.58091 43.01539 44.43424 45.84791 47.26464 48.70398 50.13853 51.56357 52.9886 54.4303 55.86708 57.30004 58.72166 60.15034 61.57319 63.00706 64.4334 65.86526 67.28644 68.71385 70.16986 71.59255 72.98932 74.42744 75.89891 77.33347 78.7704 80.20496 81.63316 82.89625 84.19854 85.60644 87.02225 88.45167 89.86674 91.24908 92.67714 94.14756 95.61742 97.04897 98.47577 99.89714 101.3282 102.75806 104.19963 105.62034 107.05116 108.47636 109.90547 111.32938 112.75448 114.24333 115.87175 117.30369 118.71711 120.15412 121.6005 123.15567 124.65389 126.07066 127.50886 128.95063 130.37573 131.81523 133.26992 134.68734 136.10649 137.52921 138.96589 140.39838 141.82824 143.24144 144.67815 146.1267 147.56878 148.95133 150.36602 151.8081 153.18826 154.38595 155.70775 157.13598 158.56421 159.99244 161.42067 162.8489 164.27713 165.70536 167.13326 168.56455 169.99454 171.41928 172.84751 174.27574 175.70397 177.1322 178.56043 179.98866 181.41689 182.84513 184.2725 185.70063 187.13506 188.56329 189.99152 191.4197 192.84895 194.27471 195.70255 197.12314 198.54838 200.0167 201.45221 202.8767 204.30437 205.74745 207.16809 208.587 210.01722 211.44967 212.88364 214.28763 215.70532 217.14877 218.58196 219.98455 221.41271 224.95586 226.33119 227.75133 229.19573 230.63779 232.07623 233.50697 234.89999 236.31949 237.79355 239.29205 240.81264 242.2823 243.72262 245.15205 246.5733 248.00323 249.3794 250.76031 252.17972 253.60457 255.0438 256.47822 257.90718 259.43416 260.8775 262.27759 263.71659 265.14498 266.58162 268.03713 269.50326 270.96348 272.40248 273.97663],10,274.408,0,283.66322,-7.589,125.994,Lover Come Back To Me,Candlebox
TRAGYJM128EF3466D2,0.629212710065,0.136,1,4,[0.75744 1.75702 2.60189 3.51825 4.54146 5.5509 6.54925 7.5476 8.38391 9.13027 9.87461 10.61991 11.62858 12.73103 13.72802 14.71773 15.70498 16.68607 17.67949 18.67759 19.66495 20.46328 21.22251 21.98406 22.72674 23.43506 24.26361 25.22537 26.12427 26.97202 27.73581 28.49868 29.22955 29.99312 30.91995 31.66078 32.41521 33.16018 33.88108 34.83134 35.56707 36.30415 37.07104 38.05335 39.04184 39.99826 41.04546 42.18399 43.25403 44.25783 45.24435 46.23087 47.21739 48.20392 49.12813 49.85152 50.83498 51.83574 52.8192 53.56353 54.31006 55.05462 55.79686 56.5489 57.28475 58.0583 59.02075 59.99061 60.97036 61.97112 62.97527 63.9618 64.94833 65.93101 66.67097 67.41136 68.25866 69.26313 70.18347 70.96663 71.73341 72.75394 73.73575 74.90513 76.06612 77.24035 78.42282 79.61352 80.66787 81.63893 82.63595 83.7084 84.8411 85.89872 86.89574 87.89399 88.93399 89.91618 90.88848 91.86944 92.85286 93.83381 94.79623 95.76851 96.70983 97.68412 98.67065 99.65718 100.64371 101.63024 102.63082 103.65995 104.65447 105.67865 106.69542 107.66399 108.76033 109.83271 110.82353 111.82918 112.87062 114.05837 115.17525 116.21911 117.23225 118.22733 119.21073 120.19166 121.16147 122.13251 123.0561 123.82531 124.5976 125.47751 126.44979 127.52158 128.69879 129.87633 131.03683 132.20734 133.39373 134.58534 135.62509 136.64557 137.65863 138.62844 139.59948 140.40166 141.21743 142.2293 143.22766 144.2154 145.20822 146.18792 147.16638 148.14607 149.12453 150.10916 151.03791 151.77795 152.70286 153.68939 154.67592 155.66245 156.64898 157.63551 158.62204 159.64499 160.60244 161.41566 162.17777 162.93396 163.9186 164.93042 165.95337 166.96396 167.98444 168.98143 169.98461 170.97048 171.95265 172.92987 173.90585 174.7067 175.52689 176.43123 177.42245 178.31634 179.09469 179.85754 180.61079 181.54138 182.52791 183.51444 184.51502 185.55526 186.52631 187.65294 188.82981 189.85399 190.96283 192.0936 193.2058 194.21564 195.20283 196.17709 197.08992 197.83133 198.59605 199.57423 200.5585 201.52929 202.65566 203.76144 204.71265 205.66752 206.61995 207.56992 208.54738 209.50918 210.30675 211.10861 212.09509 213.01577 213.76693 214.75342 215.7399 216.72639 217.71287],2,212.579,2007,220.70812,-3.868,253.357,Been There All The Time,Dinosaur Jr.
TRAGYXL128F92F9FCB,nan,0.369,1,4,[1.46393 3.79193 6.11367 8.44264 10.76481 13.08932 15.41301 17.74326 20.06352 22.38885 24.7099 27.02833 29.3507 31.67318 34.00011 36.32507 38.64689 40.97171 43.30039 45.6221 47.94419 50.26641 52.59386 54.91864 57.25201 59.59513 61.92138 64.24558 66.56562 68.88288 71.21025 73.53414 75.86504 78.18906 80.51412 82.83638 85.19313 87.62671 89.95345 92.28151 94.60916 96.9363 99.26582 101.58751 103.90676 106.23234 108.5606 110.8883 113.20851 115.53691 117.86045 120.18781 122.51477 124.83839 127.16283 129.48293 131.80538 134.13131 136.45522 138.78367 141.10516 143.43242 145.7598 148.08082 150.4083 152.74194 155.06914 157.40295 159.72525 162.04348 164.36566 166.69049 169.01594 171.34043 173.66935 175.99706 178.32435 180.65881 182.98264 185.30259 187.62554 189.95686 192.28466 194.60766 196.93246 199.25716 201.58074 203.90509 206.2297 208.55641 210.88407 213.20856 215.53185 217.85625 220.18367 222.51144 224.83351 227.15543 229.48303 231.81176],9,224.293,0,237.60934,-5.88,103.218,Disconnected,Cowboy Mouth
TRAHBOV128F92EF77A,nan,0.0,0,4,[0.81897 2.76017 4.69964 6.62096 8.53768 10.45901 12.39213 14.33051 16.26643 18.19914 20.14301 22.08048 24.02506 25.96754 27.90276 29.8385 31.77486 33.7184 35.65844 37.59143 39.52897 41.47461 43.40986 45.33555 47.26335 49.20015 51.14833 53.09033 55.0325 56.97125 58.90247 60.83821 62.78464 64.71713 66.62588 68.54661 70.49786 72.44923 74.38108 76.31317 78.24145 80.16807 82.10476 84.05364 85.99478 87.94118 89.88716 91.81457 93.74498 95.67713 97.60986 99.54122 101.47583 103.4162 105.35739 107.29563 109.23338 111.16078 113.0901 115.01942 116.96442 118.90882 120.84911 122.78501 124.71477 126.65027 128.58968 130.52117 132.45436 134.39477 136.3332 138.26438 140.18606 142.10812 144.03601 145.97172 147.92108 149.8694 151.81121 153.75025 155.68245 157.61854 159.55376 161.48871 163.42907 165.36926 167.2933],4,172.303,0,172.30322,-6.485,123.976,You,Wonderland
TRAHBQT128F4213403,0.645131437241,0.229,0,1,[0.12832 1.0236 1.87268 2.87093 3.87324 4.87383 5.8723 6.87122 7.87573 8.87417 9.87325 10.87813 11.8761 12.87526 13.87266 14.87224 15.87308 16.87518 17.87166 18.8701 19.87174 20.86968 21.87456 22.87293 23.87669 24.87424 25.87428 26.8716 27.87806 28.8759 29.88095 30.8817 31.88426 32.87822 33.88061 34.87793 35.87885 36.87622 37.87437 38.87568 39.87557 40.87405 41.85839 42.86824 43.8854 44.88092 45.87954 46.87708 47.88123 48.88347 49.88085 50.87908 51.87601 52.87573 53.87658 54.87639 55.87513 56.87618 57.86903 58.87287 59.87399 60.87714 61.87682 62.87776 63.87888 64.88144 65.87964 66.88237 67.87755 68.87318 69.87578 70.87806 71.87632 72.87473 73.87379 74.87622 75.87611 76.87464 77.87969 78.882 79.88523 80.88639 81.88208 82.88851 83.88381 84.88424 85.88525 86.8843 87.88627 88.87963 89.87772 90.87432 91.87191 92.87744 93.88017 94.87995 95.8828 96.88319 97.88293 98.8809 99.8784 100.88013 101.87834 102.87164 103.87583],1,100.833,1999,104.93342,-5.625,60.017,Ego Trip by Nikki Giovanni,Blackalicious
TRAHCBD128F9336A3E,nan,0.0,1,7,[1.43206 4.01237 6.42176 8.92083 11.39685 13.89104 16.40497 18.92809 21.45795 23.98887 26.5219 29.07169 31.61682 34.15793 36.6987 39.24763 41.79469 44.33495 46.88054 49.43747 51.97692 54.52876 57.09863 59.66345 62.21546 64.78259 67.35937 69.93526 72.50273 75.06671 77.62831 80.19427 82.76365 85.31851 87.88437 90.45582 93.01769 95.56942 98.13974 100.72158 103.29983 105.87554 108.43568 111.0061 113.58757 116.16649 118.74255 121.33191 123.92573 126.50448 129.0811 131.67122 134.26507 136.86056 139.44416 142.02158 144.61749 147.21339 149.8261 152.42478 155.01611 157.60742 160.1972 162.79099 165.39508],4,164.368,1984,169.53424,-5.914,163.748,Sweet & Dandy,Toots & The Maytals
TRAHCHN128F4276D58,0.523166108211,3.291,1,4,[0.86186 2.88558 4.91625 6.95583 9.0067 11.03155 13.06747 15.11083 17.14215 19.17388 21.21148 23.25393 25.2892 27.3275 29.35678 31.38562 33.41733 35.44959 37.48203 39.50632 41.53211 43.56574 45.59669 47.62806 49.66799 51.69932 53.74648 55.76444 57.79447 59.82766 61.85769 63.89247 65.93329 67.96268 69.99524 72.0297 74.0629 76.09229 78.12748 80.1569 82.19141 84.22321 86.25875 88.2914 90.32433 92.35857 94.39559 96.43309 98.46489 100.49091 102.52261 104.5669 106.61013 108.64523 110.67324 112.7004 114.72783 116.76429 118.80384 120.83513 122.87183 124.90454 126.93105 128.95638 130.99245 133.03086 135.06582 137.0943 139.12757 141.15362 143.18176 145.22595 147.26743 149.29252 151.32667 153.36445 155.40313 157.43811 159.46608 161.49501 163.53207 165.57688 167.59669 169.62749 171.66404 173.69656 175.72381 177.76164 179.79629 181.8322 183.86604 185.89915 187.9288 189.96853 191.99948 194.03218 196.06162 198.09576 200.1296 202.16295 204.19855 206.23191 208.2613 210.29395 212.32588 214.34508],7,216.213,2001,222.92853,-5.057,118.056,Somos Gitanos,Gipsy Kings
TRAHCRI128F4255C6E,0.0,1.221,1,4,[1.7716 3.4705 5.08085 6.74075 8.42728 10.11356 11.79984 13.47555 15.13225 16.77419 18.40242 20.03698 21.7116 23.3799 25.04503 26.74601 28.43855 30.11422 31.79305 33.48559 35.19605 36.81795 38.46936 40.13871 41.82703 43.5628 45.29224 47.01325 48.72373 50.43106 52.13943 53.85414 55.54881 57.23505 58.91812 60.60646 62.29903 63.98632 65.66939 67.35773 69.04502 70.71966 72.37743 74.03203 75.72881 77.42348 79.09496 80.7601 82.44318 84.13468 85.80721 87.50294 89.21132 90.90915 92.59433 94.289 95.9784 97.68045 99.3319 101.01816 102.72232 104.42648 106.14119 107.77048 109.43458 111.12819 112.83552 114.51648 116.19217 117.85099 119.54145 121.25615 122.97297 124.70665 126.42347 128.12974 129.84549 131.55704 133.26225 134.95903 136.6358 138.27674 139.94404 141.63032 143.31977 145.01027 146.7809 148.46191 150.15663 151.86083 153.56504 155.2703 156.97451 158.67028 160.35972 162.04073 163.71436 165.39326 167.07111 168.73419 170.39306 172.0572 173.74769 175.48142 177.14345 178.80654 180.48122 182.15379 183.83874 185.525 187.23815 188.93603 190.6074 192.29207 193.97779 195.65411 197.33357 199.02554 200.71543 202.43139 204.14005 205.80699 207.4781 209.16486 210.84119 212.50708 214.19071 215.87955 217.54545 219.20404 220.86368 222.50559 224.17357 225.85511 227.53039 229.19837 230.86636 232.53747 234.22005 235.90681 237.55706 239.18853 240.88259 242.57978 244.26445 245.91457],9,246.044,0,254.58893,-16.261,142.479,Let Me Go Home Whiskey,Asleep At The Wheel
TRAHCVT128F4282806,0.640684030349,0.0,1,4,[0.08382 1.6843 3.21903 4.78367 6.37718 7.99558 9.54061 10.98271 12.55328 14.13881 15.69743 17.27598 18.86449 20.46695 22.07937 23.72468 25.3542 26.96842 28.57638 30.17882 31.77242 33.36844 34.96671 36.55892 38.13194 39.68049 41.21873 42.77549 44.31999 45.86251 47.43916 49.0439 50.65728 52.27456 53.8828 55.50516 57.13051 58.72866 60.31731 61.90954 63.50196 65.0834 66.66165 68.24234 69.82649 71.37722 72.9257 74.53831 76.15702 77.75743 79.3608 80.96018 82.55627 84.15224 85.74678 87.33203 88.92455 90.51173 92.09686 93.6862 95.28565 96.88955 98.495 100.12391 101.75998 103.38059 104.9911 106.59807 108.20681 109.82113 111.44332 113.06769 114.69708 116.30342 117.89135 119.48805 121.10733 122.72654 124.329 125.92638 127.53881 129.15319 130.74452 132.31852 133.89503 135.48551 137.05445 138.64648 140.24097 141.83573 143.43165 145.02567 146.60754 148.19076 149.77235 151.36684 152.96245 154.54313 156.1309 157.72695 159.32707 160.92113 162.55577 164.20396 165.82367 167.43231 169.03089 170.6275 172.22153 173.81069 175.40072 177.0009 178.68027 180.2741 181.86791 183.45775 185.03932 186.61366 188.29451 189.92803 191.56933 193.18513 194.78978 196.39332 198.00969 199.63339 201.40584 203.16511 204.89724 206.60686 208.30679 210.01466 211.70849 213.38749 215.09286 216.80343 218.49395 220.1659 221.82921 223.48958 225.08169 226.68157 228.37978 230.05366 231.69334 233.35717 234.94964 236.53803 238.12323 239.70978 241.28615 242.86087 244.4342 246.01218 247.59157 249.17234 250.73969 252.31645 253.89638 255.49547 257.09962 258.69091 260.26942 261.84275 263.40132 264.96432 266.54246 268.12484 269.71813 271.30259 272.88636 274.4693 276.03293 277.58896 279.18218 280.78942 282.39926 284.0003 285.58842 287.17119 288.74393 290.31751 291.90881 293.53463 295.16173 296.77459 298.38375 299.99234 301.60021 303.21042 304.81801 306.42155 308.01706 309.61048 311.20912 312.8081 314.38479 315.93531 317.50393 319.11649 320.73654 322.32783 323.90586 325.4786 327.04985 328.59409 330.12647 331.68023 333.25504 334.82788 336.39638 337.97139 339.54688 341.11436 342.67407 344.23228 345.78906 347.34584 348.89457 350.44223 351.98953 353.54101 355.10985 356.67377 358.22813 359.79135 361.35572 362.95849 364.79638 366.35275 367.92715 369.52098 371.11481 372.70865 374.35302 375.94631 377.54958 379.15683 380.73112 382.30826 383.92232 385.5713 387.17438 388.76169],1,387.634,1989,398.44526,-9.244,150.3,Magdalaine,L.A. Guns
TRAHFHR12903CCCAF8,0.60455448492,0.0,1,1,[0.4914 0.84092 1.20932 1.60039 1.98095 2.35638 2.73182 3.10265 3.47539 3.84812 4.22178 4.59358 4.96631 5.33718 5.7099 6.07865 6.44898 6.81932 7.18996 7.55997 7.92999 8.30121 8.67244 9.04292 9.41359 9.78425 10.15581 10.52732 10.89884 11.26968 11.63682 12.01137 12.37909 12.74866 13.1189 13.48983 13.85798 14.22721 14.59644 14.9666 15.33602 15.70637 16.0747 16.44471 16.81751 17.18361 17.55503 17.92646 18.297 18.66847 19.04118 19.40861 19.78626 20.15187 20.52679 20.89707 21.26532 21.63731 22.01032 22.38156 22.7528 23.12308 23.49516 23.86446 24.23435 24.60331 24.9732 25.34179 25.71131 26.07932 26.44857 26.81783 27.18614 27.55537 27.92461 28.29475 28.66581 29.03602 29.40539 29.77755 30.15047 30.51856 30.88943 31.26042 31.63419 32.00503 32.37757 32.74825 33.11858 33.48764 33.85762 34.22765 34.59767 34.9677 35.33912 35.7087 36.07867 36.44997 36.82127 37.18961 37.56074 37.93467 38.30352 38.67608 39.04285 39.41311 39.78244 40.15208 40.52476 40.891 41.2628 41.62996 41.99991 42.36985 42.74536 43.11677 43.48314 43.86067 44.22825 44.59768 44.97223 45.34171 45.71305 46.08323 46.4541 46.82405 47.19413 47.56329 47.93428 48.30327 48.67134 49.04109 49.40976 49.77749 50.14635 50.51613 50.88499 51.25773 51.62674 51.99785 52.36825 52.73866 53.10633 53.47776 53.84734 54.21747 54.58759 54.95596 55.32726 55.70321 56.0726 56.44006 56.8131 57.183 57.55384 57.92282 58.29459 58.66729 59.0379 59.40922 59.78053 60.15252 60.52451 60.89557 61.26754 61.64044 62.01185 62.3827 62.75355 63.12466 63.49484 63.86502 64.23816 64.6076 64.97568 65.34706 65.71659 66.08798 66.46032 66.82986 67.20114 67.57242 67.94208 68.3092 68.67816 69.04796 69.41673 69.78643 70.15583 70.52431 70.89371 71.26346 71.63879 72.00331 72.37468 72.74791 73.11353 73.48378 73.85402 74.2256 74.59532 74.96506 75.33759 75.70732 76.07981 76.45133 76.81913 77.19201 77.56396 77.93261 78.29797 78.67955 79.0444 79.42214 79.7915 80.16281 80.53787 80.91016 81.27698 81.64851 82.02465 82.40717 82.77388 83.15268 83.52962 83.90191 84.2649 84.6344 84.99926 85.36225 85.72617 86.08509 86.45479 86.81892 87.19201 87.56197 87.92636 88.29933 88.67044 89.04062 89.40999 89.77937 90.14727 90.51557 90.88386 91.25349 91.62631 91.9982 92.36929 92.73573 93.11099 93.47925 93.85588 94.22369 94.59567 94.96766 95.33702 95.70731 96.07869 96.44649 96.81522 97.18628 97.55039 97.92007 98.29312 98.65607 99.03003 99.39675 99.76346 100.13854 100.50897 100.87847 101.24983 101.61747 101.99348 102.36139 102.73303 103.10617 103.47803 103.84896 104.21863 104.59076 104.96196 105.33198 105.70201 106.07393 106.44312 106.81323 107.17925 107.54862 107.91798 108.28645 108.65584 109.03074 109.39627 109.77017 110.13693 110.51235 110.87754 111.25085 111.62323 111.99561 112.36867 112.73988 113.11256 113.48488 113.84975 114.22104 114.59132 114.96066 115.33558 115.70591 116.07401 116.44444 116.81395 117.18584 117.55734 117.92697 118.30049 118.67214 119.0404 119.41176 119.78126 120.15262 120.52584 120.89348 121.26298 121.63155 122.00477 122.37561 122.74366 123.11518 123.48645 123.85865 124.22416 124.59243 124.95961 125.3307 125.70179],2,127.477,2006,127.4771,-2.445,161.874,Can You Dance With Me?,Andrew W.K.
TRAHFOU128F42B3F2A,0.621126117018,0.258,1,4,[2.19562 7.15418 12.15965 22.92288 27.79269 32.71345 40.18496 44.62445],0,76.788,1997,79.93424,-22.214,50.059,Outro,Rakim
TRAHHMV12903CD0B0D,0.581987156689,0.0,0,4,[1.01487 2.97722 4.93562 6.88621 8.83875 10.79128 12.74019 14.68216 16.62409 18.57184 20.52503 22.47737 24.4316 26.38679 28.33568 30.28645 32.23728 34.18695 36.1351 38.0836 40.04083 41.99402 43.94464 45.89212 47.84593 49.79785 51.75007 53.70283 55.65686 57.60595 59.55627 61.50679 63.46203 65.41119 67.35942 69.31123 71.25853 73.21193 75.16414 77.11486 79.12585 81.09255 83.04334 84.99452 86.95741 88.92379 91.01851 92.96416 94.91311 96.87004 98.8189 100.82294 102.72895 104.67526 106.62628 108.57758 110.52957 112.47917 114.4372 116.39214 118.33988 120.28945 122.24028 124.18923 126.14395 128.09257 130.0417 131.9963 133.94496 135.89426 137.84728 139.80025 141.75255 143.70165 145.65232 147.59977 149.54873 151.49703 153.45775 155.4095 157.35552 159.30652 161.26398 163.22608 165.18546 167.13938 169.09273 171.05038 173.00453 174.9506 176.89827 178.8407 180.7787 182.72619 184.67646 186.62903 188.577 190.53082 192.47779 194.42908 196.37692 198.3313 200.28631 202.23191 204.18452 206.1355 208.08722 210.03862 211.98584 213.94286 215.8893 217.8415 219.80001 221.74364 223.69339],6,225.303,2009,228.38812,-5.98,122.988,PDA,Backstreet Boys
TRAHIJE128F4243356,0.613652202066,0.286,1,1,[0.31171 0.63389 0.95767 1.27897 1.60108 1.92478 2.24726 2.57053 2.89864 3.22382 3.54901 3.87664 4.20633 4.5352 4.86654 5.19932 5.5346 5.86737 6.20143 6.53549 6.86872 7.20443 7.53432 7.87254 8.20683 8.53861 8.8729 9.20638 9.53903 9.87335 10.20653 10.53971 10.87288 11.20455 11.53787 11.87037 12.20239 12.5369 12.87058 13.20264 13.5347 13.86593 14.19843 14.53093 14.86426 15.19948 15.53137 15.86991 16.20489 16.53987 16.87149 17.20803 17.54457 17.88111 18.21691 18.5527 18.8868 19.22294 19.55742 19.89189 20.22675 20.56245 20.89731 21.23212 21.57029 21.90257 22.24209 22.57319 22.9085 23.24498 23.58651 23.91793 24.25477 24.59162 24.92846 25.26621 25.6031 25.9417 26.2808 26.61653 26.95225 27.29102 27.6281 27.96518 28.30214 28.6391 28.97568 29.31358 29.6498 29.98609 30.32331 30.66052 30.99386 31.33253 31.66703 32.00203 32.33838 32.67306 33.00801 33.34408 33.6793 34.01331 34.34693 34.6814 35.01644 35.34871 35.67848 36.01585 36.34753 36.67921 37.00689 37.33716 37.67073 37.99861 38.33319 38.66364 38.99482 39.32755 39.66028 39.99274 40.32494 40.65962 40.99374 41.32809 41.6616 41.997 42.33095 42.66573 42.99943 43.33372 43.66801 43.9994 44.33703 44.66967 45.00495 45.33708 45.66838 46.00512 46.34746 46.67544 47.01458 47.35131 47.69145 48.03465 48.37664 48.71949 49.06241 49.4071 49.74922 50.09244 50.43848 50.7811 51.12354 51.46426 51.80498 52.14639 52.48781 52.82923 53.16994 53.51321 53.84712 54.18919 54.52787 54.86569 55.20412 55.54762 55.88605 56.22396 56.56187 56.89979 57.23689 57.57568 57.91363 58.25181 58.59083 58.93167 59.27097 59.61367 59.94789 60.29319 60.6334 60.97347 61.31085 61.65163 61.99184 62.33063 62.66601 63.00967 63.34953 63.68601 64.02249 64.36035 64.69737 65.03524 65.3721 65.71488 66.04921 66.39021 66.72614 67.05953 67.39974 67.73742 68.0734 68.4136 68.7462 69.08236 69.4187 69.75084 70.08496 70.41938 70.7538 71.08743 71.41946 71.75232 72.08632 72.41733 72.74916 73.08288 73.41348 73.74657 74.08368 74.4173 74.75093 75.08443 75.41613 75.752 76.08593 76.41958 76.75323 77.0871 77.42117 77.75358 78.08785 78.42147 78.75843 79.09007 79.42478 79.762 80.09512 80.43002 80.76576 81.09977 81.43458 81.76939 82.10721 82.44134 82.77546 83.1086 83.44406 83.77952 84.1158 84.45126 84.78756 85.12542 85.46229 85.80001 86.13752 86.47312 86.81041 87.14569 87.48402 87.8232 88.15993 88.49674 88.83356 89.17018 89.51004 89.84904 90.18748 90.52706 90.86663 91.20837 91.55059 91.89282 92.23444 92.57607 92.9177 93.25842 93.60085 93.94072 94.28163 94.62169 94.96174 95.30271 95.64285 95.98299 96.32398 96.66328 97.00513 97.34605 97.68782 98.02958 98.36999 98.71295 99.05386 99.39611 99.73752 100.07855 100.41921 100.76412 101.10147 101.44571 101.78399 102.12531 102.46625 102.80804 103.14894 103.48894 103.83319 104.17572 104.51482 104.85563 105.19632 105.53775 105.87748 106.21869 106.55905 106.89941 107.23874 107.57893 107.92081 108.26034 108.59988 108.93941 109.27906 109.61871 109.95836 110.29943 110.63879 110.97816 111.31749 111.65597 111.99445 112.33305 112.67166 113.01026 113.34872 113.69058 114.02908 114.36848 114.70618 115.04631 115.38546 115.72546 116.06412 116.40569 116.74557 117.0855 117.42549 117.76548 118.1045 118.44512 118.78573 119.12579 119.46614 119.80564 120.14554 120.48498 120.82443 121.16445 121.5042 121.8431 122.18143 122.51721 122.8564 123.19359 123.53162 123.86881 124.20686 124.54406 124.88126 125.21975 125.55569 125.89589 126.22999 126.56661 126.90407 127.2416 127.58083 127.91751 128.25295 128.58923 128.92551 129.26179 129.59808 129.9352 130.27203 130.60887 130.94656 131.28355 131.61885 131.95669 132.29406 132.62891 132.96545 133.30293 133.63873 133.97538 134.30853 134.6442 134.97928 135.31633 135.65423 135.99191 136.32774 136.6644 137.00026 137.33616 137.67206 138.00777 138.34414 138.67967 139.01597 139.35218 139.68839 140.02437 140.35927 140.69584 141.03345 141.37127 141.71165 142.05176 142.39416 142.73487 143.0796 143.42316 143.77016 144.11636 144.46521 144.8158 145.16589 145.51685 145.86869],8,144.782,1995,149.36771,-12.625,177.866,Horrible,Jack Off Jill
