TRAKMLM128F14932B0,L.A. Guns,Some Lie For Love,Rock|Metal,12|0.368864591749,14|0.20116323752,8|0.0978787599997,17|0.0846386028453,13|0.0630577579941,21|0.0544414724539,5|0.0532975776938,1|0.0434082660917,22|0.0215937785103,23|0.00182863084758,16|0.00130325583329,18|0.00112215801639,9|0.00102957105525,4|0.000929205710264,20|0.000804943067794,10|0.000745877060222,3|0.000696923751659,24|0.000656529410781,6|0.000632796690104,11|0.000599284020318,7|0.000586659050504,19|0.000398258877646,2|0.000207784932654,0|6.77373516079e-05,15|4.63394661261e-05
TRAGKUI128F92F4698,Mithotyn,Guided By History,Metal|Rock,23|0.636414908619,18|0.139305406626,6|0.0835299078184,1|0.0571688295981,3|0.0422661071246,14|0.0168431097544,8|0.0048618809761,12|0.00339956094254,21|0.00278583835433,16|0.00171639223042,9|0.00135594847517,5|0.00127932518295,4|0.00122376698483,17|0.001207302421,20|0.00106011267489,10|0.000982322548126,22|0.000873573348261,24|0.000864651399155,11|0.000789259031126,7|0.000772631904245,19|0.00052450825527,13|0.000350762744546,2|0.000273653441556,0|8.92103154573e-05,15|6.10292297102e-05
TRASIKP128F423EED7,Basement Jaxx,La Photo,Electronic,0|0.506049112971,12|0.184536143063,23|0.167349556787,14|0.0682019000752,6|0.0502716119404,8|0.0112210797586,21|0.00167662802863,1|0.00122644167595,16|0.0010329929291,18|0.000889450303357,9|0.000816063579323,5|0.000769948642616,4|0.000736511515139,17|0.000726602487522,20|0.000638017859675,10|0.000591200675656,3|0.000552399067935,22|0.000525751093377,24|0.000520381510495,11|0.000475007392795,7|0.000465000528283,19|0.000315669873907,13|0.000211102933518,2|0.000164695496252,15|3.67298113112e-05
TRBBQFV128F4252EFF,Jack Johnson,Adrift,Pop|Rock,8|0.289635966773,10|0.26377594365,12|0.14623617538,24|0.0819852563746,23|0.0640655642501,16|0.0428726761097,18|0.0425234702917,1|0.0231634696092,20|0.0217319713413,14|0.00448077957503,21|0.00407884598225,9|0.0019852928586,5|0.00187310594469,4|0.00179176119157,17|0.00176765483238,3|0.00134385843513,22|0.00127903011179,6|0.00122020402905,11|0.00115558249209,7|0.0011312381185,19|0.000767951373181,13|0.000513564331216,2|0.000400665831484,0|0.000130616026667,15|8.93550869584e-05
TRALEPN128F9311179,Arctic Monkeys,Dancing Shoes,Rock,7|0.381624349487,8|0.254074603425,24|0.134388891436,22|0.115373324372,14|0.0422807689659,16|0.0213974628155,11|0.0201175019507,12|0.0046932899902,21|0.00384601055361,23|0.00332481482622,1|0.00281332981946,18|0.00204030661256,9|0.00187196508999,5|0.00176618221494,4|0.00168948091748,17|0.00166675063733,20|0.00146354670195,10|0.00135615294451,3|0.00126714608655,6|0.00115055032569,19|0.000724113903484,13|0.000484248203147,2|0.000377794362197,0|0.000123159986726,15|8.4254372182e-05
TRACOHQ128F424C5EF,Chimaira,The Flame,Metal,23|0.370815823662,4|0.16492112561,12|0.115285906981,21|0.104578775707,14|0.0842815735086,1|0.0835210795866,3|0.0416853783318,16|0.0115272229198,9|0.011259149055,8|0.00361594064113,18|0.00109915223831,5|0.000951476176601,17|0.000897910481909,20|0.000788440631137,10|0.000730585557714,22|0.000649705204325,24|0.000643069657603,6|0.000619823490243,11|0.000586997876141,7|0.00057463173552,19|0.000390094024547,13|0.000260873779023,2|0.000203525056613,0|6.6348643016e-05,15|4.53894435282e-05
TRAXJHG128F427EA02,3 Doors Down,Be Like That,Rock,21|0.409933808644,12|0.295930443229,18|0.115935216468,8|0.0936006945431,4|0.0520503896168,17|0.0138451120234,14|0.00282660712153,23|0.00222436558083,1|0.00188217219454,16|0.00158529394952,9|0.00125238093919,5|0.00118161014484,20|0.000979141119105,10|0.000907292613206,3|0.000847745299553,22|0.00080684969258,24|0.000798609203207,6|0.000769740474954,11|0.000728975314893,7|0.000713618170311,19|0.000484446240677,13|0.000323971436593,2|0.000252751753052,0|8.2396418967e-05,15|5.63678085281e-05
TRAORSC128F4235056,MxPx,Time Will Tell,Punk,12|0.421395018649,22|0.261017381211,8|0.0869614553185,14|0.0576338802653,21|0.0571172706884,5|0.0283448662527,4|0.0282403129652,19|0.0269243991761,23|0.00453213090218,1|0.00383491402657,16|0.00323002646669,18|0.00278118846674,9|0.00255171829879,17|0.00227198579907,20|0.00199499388129,10|0.00184860300172,3|0.0017272757241,24|0.00162716123636,6|0.00156834138384,11|0.00148528262621,7|0.00145399254057,13|0.000660089767557,2|0.000514980109593,0|0.000167882186205,15|0.000114849055893
TRAMPCW128F92CC022,Simon & Garfunkel,A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission),Rock|Folk,8|0.229096499866,21|0.205877069005,22|0.16271760853,6|0.142478960145,4|0.122870695005,3|0.0618833253418,18|0.0223436479895,20|0.0217319713413,12|0.00497741926425,14|0.00448077957503,23|0.00352609734336,1|0.00298364730696,16|0.00251303150527,9|0.0019852928586,5|0.00187310594469,17|0.00176765483238,10|0.00143825372081,24|0.00126596716569,11|0.00115558249209,7|0.0011312381185,19|0.000767951373181,13|0.000513564331216,2|0.000400665831484,0|0.000130616026667,15|8.93550869584e-05
TRAKBON128F9311039,The Rolling Stones,Around And Around,Rock,10|0.716738759,21|0.101458711639,9|0.0904821226213,7|0.0303920699277,6|0.0204910527087,8|0.0134529212599,17|0.0108159823946,12|0.00245293246245,14|0.00220818241204,23|0.00173770345235,1|0.00147037750834,16|0.00123845234471,18|0.00106635949063,5|0.000923089282503,4|0.000883001603529,20|0.000764917834404,3|0.000662269703527,22|0.000630321521072,24|0.000623883943114,11|0.000569485039819,19|0.000378455732349,13|0.000253090718848,2|0.000197452971604,0|6.43691589794e-05,15|4.40352684492e-05
TRABNET128F14560AC,J.J. Cale,Trouble In The City,Rock|Blues,18|0.60695973446,21|0.244712730968,20|0.0614977857395,8|0.0284993854924,5|0.0253507924696,12|0.0151009820996,14|0.00268964989568,23|0.00211658868572,1|0.00179097555091,16|0.00150848190874,9|0.00119169948903,4|0.00107552942993,17|0.00106105925451,10|0.000863331682662,3|0.000806669607223,22|0.000767755509757,24|0.000759914295739,6|0.000732444340208,11|0.000693654369125,7|0.000679041322265,19|0.00046097343022,13|0.000308274090869,2|0.000240505205357,0|7.84040760353e-05,15|5.36366264601e-05
TRBHBGB128F931E4CF,Hall & Oates,Fall in Philadelphia,Rock,16|0.46899409423,4|0.22311860679,21|0.119247157131,18|0.0830725599068,12|0.0730137737799,23|0.0137308323777,8|0.00412311808865,14|0.00259533627827,1|0.00172817429817,9|0.00114991208397,5|0.00108493170215,17|0.00102385279997,20|0.000899028537994,10|0.000833058622161,3|0.000778383424388,22|0.000740833864851,24|0.000733267606046,6|0.000706760895166,11|0.000669331109474,7|0.000655230474773,19|0.000444809217992,13|0.000297464340236,2|0.000232071796995,0|7.56548066815e-05,15|5.17558373376e-05
TRARPCK128F92FEA7F,Grizzly Bear,Little Brother,Rock,21|0.443232626033,12|0.280312060768,1|0.140826984651,8|0.0370064682324,14|0.0334307467531,16|0.0307632008545,23|0.00478009692948,18|0.00293335535471,9|0.00269133020828,5|0.00253924582986,4|0.00242897212872,17|0.00239629273212,20|0.00210414578309,10|0.00194974543389,3|0.001821779989,22|0.00173389651921,24|0.00171618794725,6|0.00165414988999,11|0.00156654674682,7|0.00153354468983,19|0.00104106087934,13|0.000696205193358,2|0.00054315616511,0|0.000177067507562,15|0.000121132780865
TRAJFRJ128F9328FF1,B.B. King,Early In The Morning,Blues,16|0.537193223505,4|0.210161390901,21|0.0810158645423,9|0.0404728933028,11|0.0399358136041,17|0.0272694161744,24|0.0269446688026,3|0.0139324907003,8|0.00460784579141,12|0.00322193255218,14|0.00290045278597,23|0.00228247756711,1|0.00193134431161,18|0.00140066569617,5|0.00121247994121,20|0.00100472137254,10|0.000930995810353,22|0.000827928798762,6|0.00078985009556,7|0.000732261584721,19|0.000497102493559,13|0.000332435253801,2|0.000259354942084,0|8.45490415439e-05,15|5.78404285615e-05
TRABLGI128F42B867A,Eighteen Visions,Our Darkest Days,Rock,23|0.35773319214,16|0.246761909828,6|0.196929370425,14|0.137601841914,12|0.0398096396447,8|0.00432534460489,21|0.00247840515948,1|0.00181293603922,18|0.00131479265723,9|0.00120631180615,5|0.00113814433244,4|0.00108871729923,17|0.00107406969418,20|0.000943123178344,10|0.000873917636956,3|0.000816560785509,22|0.000777169533241,24|0.000769232172244,11|0.000702159783203,7|0.000687367554866,19|0.000466625769595,13|0.000312054069644,2|0.000243454219233,0|7.93654469453e-05,15|5.42943051804e-05
TRAFJVH128F42BC25E,DJ Quik,Pitch In OnA Party,Rap,20|0.453111826671,21|0.162766912527,8|0.115075392018,3|0.0596406831095,7|0.0595839004083,10|0.0488873851369,19|0.0325406122058,1|0.0115753246515,18|0.0113563818581,17|0.0112505798745,22|0.0111200870226,14|0.00658589738441,16|0.00606038762879,13|0.00552640692154,12|0.00132927706617,23|0.000941684853694,9|0.000530195293279,5|0.000500234487515,4|0.000478510435543,24|0.000338091093102,6|0.000325869521084,11|0.000308611596344,2|0.000107002418867,0|3.48825123031e-05,15|2.38633037592e-05
TRAHKMS128F934B09E,Lizzy Borden,There Will Be Blood Tonight,Rock|Metal,23|0.596672045424,16|0.14062209292,1|0.131541307415,5|0.0473510926257,12|0.0301861361215,7|0.0284140533135,6|0.0098598108914,8|0.00327974435792,14|0.00206446658391,21|0.00187928039982,18|0.000996957281623,9|0.000914700376853,4|0.000825532933369,17|0.000814426211387,20|0.000715134447206,10|0.000662658516469,3|0.000619166996808,22|0.000589298107927,24|0.000583279508873,11|0.000532421066454,19|0.000353824579285,13|0.000236618736256,2|0.000184602077957,0|6.01798008275e-05,15|4.11693072689e-05
TRBHNEU128F426E873,Mary Black,Flesh And Blood,World|Folk,12|0.277076458742,23|0.247973759111,8|0.202291339248,17|0.105041475171,18|0.0957536813461,21|0.0303362384357,9|0.0293533819683,14|0.00210358320248,1|0.00140072731808,16|0.0011797881983,5|0.000879363542828,4|0.000841174773794,20|0.000728684504937,10|0.000675214282995,3|0.000630898704859,22|0.00060046387321,24|0.000594331236348,6|0.000572846902227,11|0.000542509150192,7|0.000531080242675,19|0.000360528694147,13|0.000241102085574,2|0.000188099838166,0|6.13200616255e-05,15|4.19493654697e-05
TRAONYI128F9324BA3,Patricia Kaas,Elle Voulait Jouer Cabaret,Pop|Jazz,0|0.931127608566,4|0.0383441229111,8|0.00437903927467,12|0.00306194474057,14|0.00275642832661,21|0.00250917199052,23|0.00216913919484,1|0.00183544176093,16|0.00154593438726,18|0.0013311144452,9|0.00122128691681,5|0.00115227321457,17|0.0010874031561,20|0.000954831074998,10|0.000884766418549,3|0.000826697541245,22|0.000786817287412,24|0.000778781392306,6|0.000750629414728,11|0.000710876369079,7|0.00069590051056,19|0.000472418444838,13|0.000315927897455,2|0.00024647645101,15|5.49683126998e-05
TRATGTP128F427021D,Neil Diamond,Hey Louise,Rock,22|0.234911193704,12|0.197019790771,8|0.155547975707,21|0.102165675597,16|0.0521716806726,9|0.0509583906922,20|0.0499625775948,19|0.0481596791777,13|0.0475748342907,14|0.0103014721346,23|0.00810662361723,1|0.00685951162683,18|0.00497471246861,5|0.00430633740655,4|0.00411932291642,17|0.00406390153644,10|0.00330659662663,3|0.00308957849644,24|0.00291050368854,6|0.00280529260441,11|0.00265672538499,7|0.0026007568014,2|0.000921145043896,0|0.000300290906194,15|0.000205430533454
TRAWYNV128F92F5E7E,Guns N' Roses,Catcher In The Rye,Rock,12|0.226082045308,7|0.201621000809,4|0.190820106608,6|0.13467188407,8|0.0932700840609,14|0.0471449778034,9|0.0345977233747,3|0.0342427892522,18|0.0235301225884,21|0.00225700643252,23|0.00195114608894,1|0.001650984419,16|0.00139057181791,5|0.00103647261612,17|0.000978121837531,20|0.000858872921577,10|0.000795849589222,22|0.000707744102682,24|0.000700515795092,11|0.000639435058178,19|0.000424941563539,13|0.000284177927804,2|0.000221706179367,0|7.22756420958e-05,15|4.94441336891e-05
TRACKWV128F934B6B0,Goatwhore,Forever Consumed Oblivion,Rock|Metal,23|0.743044834277,17|0.10405567425,12|0.0867786681358,8|0.0502348901391,14|0.00208384134095,21|0.00189691720801,1|0.00138758166987,16|0.0011687160357,18|0.00100631359926,9|0.000923284723869,5|0.000871110827517,4|0.000833280455238,20|0.000721845893285,10|0.000668877482593,3|0.000624977800538,22|0.000594828595923,24|0.000588753513081,6|0.00056747080671,11|0.00053741777063,7|0.00052609612196,19|0.000357145178082,13|0.000238839373083,2|0.000186334545043,0|6.0744580625e-05,15|4.15556759956e-05
TRAHZIL12903CF1DC2,Blind Willie Johnson,If I Had My Way I'd Tear This Building Down,Blues,21|0.302406156877,23|0.237718924476,18|0.151247252646,11|0.136557911433,20|0.0363794625239,6|0.0362615920263,24|0.0291121802286,8|0.0240246806584,9|0.0150362822013,5|0.00783078385167,17|0.00779333917049,19|0.00743835403576,12|0.00176743396437,14|0.00159108196182,1|0.00105946461571,16|0.000892353446664,4|0.000636237258286,10|0.000510710137241,3|0.000477191274324,22|0.000454171356884,7|0.000401691833916,13|0.000182361781014,2|0.0001422726038,0|4.63805015342e-05,15|3.17291365656e-05
TRABOXX128F92F29EB,Owl City,Panda Bear,Pop|Electronic,1|0.232481315753,16|0.232068950197,12|0.216546235082,21|0.198076807819,10|0.0366243834725,24|0.0364734216032,14|0.0216082476871,8|0.00623737123896,23|0.00308965633294,18|0.0018959991988,9|0.00173956418557,5|0.00164126315321,4|0.00156998680796,17|0.00154886420184,20|0.00136003253492,3|0.00117752300074,22|0.00112071877209,6|0.00106917385958,11|0.00101255082241,7|0.000991219662006,19|0.000672898559653,13|0.000449998152008,2|0.000351073610027,0|0.000114449090504,15|7.82952038524e-05
TRAXUBG128F9332164,The Sonics,Love Lights,Rock,18|0.634751008901,14|0.132021619252,1|0.130145987912,12|0.0567990014259,8|0.00891811412468,21|0.00511004372565,23|0.00441755135739,16|0.00314836621234,9|0.00248720676384,5|0.00234665719711,4|0.00224474718455,17|0.00221454635077,20|0.00194455723334,10|0.00180186735021,3|0.00168360742094,22|0.00160238945675,24|0.00158602398817,6|0.00152869119594,11|0.00144773229705,7|0.001417233275,19|0.000962101808504,13|0.000643401638568,2|0.000501960585707,0|0.000163637855031,15|0.000111945487389
TRBBJAJ128F425DA40,Jane's Addiction,True Nature,Rock,21|0.236339506991,23|0.17759217343,3|0.132253911089,8|0.107254176443,12|0.0911195882096,16|0.0893382103392,9|0.0597828453469,20|0.0448828031124,7|0.0445785484769,14|0.00323892274975,1|0.00215672361872,18|0.00156411716476,5|0.00135397096764,4|0.00129517107198,17|0.0012777458374,10|0.00103963888834,22|0.00092454441405,24|0.000915101889018,6|0.000882022095232,11|0.000835310543664,19|0.000555112147708,13|0.000371228972098,2|0.000289620512439,0|9.4415539343e-05,15|6.45901497964e-05
TRAVMXD12903CBBD0B,Jimi Hendrix,Once I Had A Woman,Rock|Blues,18|0.346858406232,11|0.322751502537,22|0.116254059157,9|0.0940978493397,12|0.0286228678937,23|0.0269716138998,16|0.0258189895322,8|0.00809908285905,14|0.00509804548714,21|0.00464074208614,1|0.00339467037684,5|0.0021311423935,4|0.00203859170124,17|0.00201116448381,20|0.00176597091456,10|0.00163638553693,3|0.00152898648903,24|0.00144036502752,6|0.00138829762535,7|0.00128707589568,19|0.000873743277668,13|0.000584312233457,2|0.000455860994688,0|0.000148609507374,15|0.00010166451846
TRASDGG128F933EDE2,Anti-Flag,On Independence Day,Punk|Rock,12|0.316321956923,21|0.174440187641,8|0.12242493057,23|0.117418038751,18|0.115519355955,13|0.0569675352813,5|0.0307365386931,22|0.0299085382289,14|0.00624514138172,1|0.00415849495677,16|0.00350256842238,9|0.00276702622357,4|0.00249728909362,17|0.00246369056042,20|0.00216332672301,10|0.00200458372899,3|0.00187301914407,24|0.00176445723383,6|0.00170067430196,11|0.00161060724379,7|0.00157667697509,19|0.00107034162683,2|0.000558432907165,0|0.000182047686032,15|0.00012453974624
TRBCJSZ128E07969B5,Coldplay,The World Turned Upside Down,Rock,8|0.308728480428,18|0.266923085399,1|0.149159913398,12|0.120591990278,4|0.0501089782781,3|0.0498904199106,22|0.0400118520131,14|0.00218643858489,21|0.00199031130367,23|0.00172059240061,16|0.00122625738583,9|0.00096874234398,5|0.000913999682979,17|0.000862543819794,20|0.000757385738739,10|0.000701809445745,24|0.000617740598911,6|0.000595410045483,11|0.000563877358043,7|0.00055199829172,19|0.000374729103615,13|0.000250598551166,2|0.000195508665164,0|6.37353200995e-05,15|4.36016560536e-05
TRAYLRT128F42605AF,The Verve Pipe,La La,Rock,14|0.270980907004,12|0.224164526998,1|0.128202713925,18|0.111828946143,10|0.111263205746,8|0.0684885336168,21|0.0661185008255,23|0.00274935609825,16|0.00195945200069,9|0.00154796549729,5|0.00146049151519,4|0.00139706567316,17|0.00137826954839,20|0.00121023613657,3|0.00104782852656,22|0.000997280816509,24|0.000987095422568,6|0.000951413152191,11|0.000901026676885,7|0.000882044968361,19|0.000598784317452,13|0.000400434556501,2|0.00031240573923,0|0.000101843464453,15|6.96716310742e-05
TRBFOEA128F425D2DB,John Fogerty,Soda Pop,Rock,4|0.857422610494,21|0.0810479195487,9|0.0272219126688,5|0.0139007563846,10|0.00711551117067,8|0.00234301344647,12|0.00163829946467,14|0.00147483231558,23|0.001160602128,1|0.000982056669584,16|0.000827155188505,18|0.000712215362382,17|0.000581817165057,20|0.000510884216262,3|0.000442326120823,22|0.000420988113759,24|0.000416688492516,6|0.00040162572238,11|0.000380355778301,7|0.000372342916191,19|0.000252768404023,13|0.000169037833511,2|0.000131877702557,0|4.29917905657e-05,15|2.94109021881e-05
TRARIZK128F92FF27A,John Cale,Antarctica Starts Here,Rock,1|0.259334535338,23|0.241496958706,12|0.151163713316,17|0.111587508212,18|0.0936170591117,8|0.0614569679827,21|0.0586959442635,14|0.00407010917547,16|0.00228270826908,9|0.00180333768812,5|0.00170143287892,4|0.00162754349861,20|0.00140989217164,10|0.00130643553599,3|0.00122069172468,22|0.00116180501775,24|0.00114993931092,6|0.00110837043676,11|0.00104967156392,7|0.00102755838993,19|0.000697567438425,13|0.000466495363513,2|0.000363944186434,0|0.000118644865184,15|8.11655546127e-05
TRBCGXN128F148C0CD,Paul Stanley,Move On,Rock,8|0.454675416141,21|0.174736563226,4|0.160001028443,12|0.109148478345,5|0.0541704786768,23|0.0287836627571,14|0.00293884169327,1|0.00195690659558,16|0.00164824036544,18|0.00141920418982,9|0.0013021085569,17|0.00115936471182,20|0.00101801934995,10|0.00094331799399,3|0.000881406267117,22|0.00083888684023,24|0.000830319150168,6|0.000800304146819,11|0.000757920346428,7|0.00074195342395,19|0.000503681887519,13|0.000336835196528,2|0.000262787631241,0|8.56680893469e-05,15|5.86059748448e-05
TRATBGP128F1482545,Happy Mondays,Olive Oil,Rock,14|0.31070880944,21|0.263242149969,4|0.0960837167053,24|0.0954714321206,1|0.0739723574081,17|0.0725563400883,12|0.0527947902719,8|0.00828940567639,23|0.00410612319889,16|0.00292641295986,18|0.00251976448392,9|0.00231186387371,5|0.00218122275835,20|0.00180747000349,10|0.00167483945957,3|0.00156491660869,22|0.00148942434161,6|0.00142092165451,11|0.00134567018915,7|0.00131732128456,19|0.000894275637336,13|0.000598043164775,2|0.000466573411185,0|0.000152101727496,15|0.000104053563975
